order	precursor	precursor_acc_num	miRNA_5p	miRNA_5p_acc_num	miRNA_3p	miRNA_3p_acc_num	
768_	hsa-mir-4424	MI0016763	hsa-miR-4424-5p	MIMAT0018939	na	na	
769_	hsa-mir-4425	MI0016764	na	na	hsa-miR-4425-3p	MIMAT0018940	
770_	hsa-mir-4426	MI0016765	hsa-miR-4426-5p	MIMAT0018941	na	na	
771_	hsa-mir-4427	MI0016766	na	na	hsa-miR-4427-3p	MIMAT0018942	
772_	hsa-mir-4428	MI0016767	na	na	hsa-miR-4428-3p	MIMAT0018943	
773_	hsa-mir-4429	MI0016768	hsa-miR-4429-5p	MIMAT0018944	na	na	
774_	hsa-mir-4430	MI0016769	hsa-miR-4430-5p	MIMAT0018945	na	na	
775_	hsa-mir-4431	MI0016771	hsa-miR-4431-5p	MIMAT0018947	na	na	
776_	hsa-mir-4432	MI0016772	na	na	hsa-miR-4432-3p	MIMAT0018948	
777_	hsa-mir-4433	MI0016773	hsa-miR-4433-5p	MIMAT0020956	hsa-miR-4433-3p	MIMAT0018949	
778_	hsa-mir-4433b	MI0025511	hsa-miR-4433b-5p	MIMAT0030413	hsa-miR-4433b-3p	MIMAT0030414	
779_	hsa-mir-4434	MI0016774	hsa-miR-4434-5p	MIMAT0018950	na	na	
780_	hsa-mir-4435-1	MI0016775	hsa-miR-4435-5p	MIMAT0018951	na	na	
781_	hsa-mir-4435-2	MI0016777	hsa-miR-4435-5p	MIMAT0018951	na	na	
782_	hsa-mir-4436a	MI0016776	na	na	hsa-miR-4436a-3p	MIMAT0018952	
783_	hsa-mir-4436b-1	MI0017425	hsa-miR-4436b-5p	MIMAT0019940	hsa-miR-4436b-3p	MIMAT0019941	
784_	hsa-mir-4436b-2	MI0019110	hsa-miR-4436b-5p	MIMAT0019940	hsa-miR-4436b-3p	MIMAT0019941	
785_	hsa-mir-4437	MI0016778	na	na	hsa-miR-4437-3p	MIMAT0018953	
786_	hsa-mir-4438	MI0016781	na	na	hsa-miR-4438-3p	MIMAT0018956	
787_	hsa-mir-4439	MI0016782	hsa-miR-4439-5p	MIMAT0018957	na	na	
788_	hsa-mir-4440	MI0016783	na	na	hsa-miR-4440-3p	MIMAT0018958	
789_	hsa-mir-4441	MI0016784	na	na	hsa-miR-4441-3p	MIMAT0018959	
790_	hsa-mir-4442	MI0016785	na	na	hsa-miR-4442-3p	MIMAT0018960	
791_	hsa-mir-4443	MI0016786	hsa-miR-4443-5p	MIMAT0018961	na	na	
792_	hsa-mir-4444-1	MI0016787	na	na	hsa-miR-4444-3p	MIMAT0018962	
793_	hsa-mir-4444-2	MI0019111	na	na	hsa-miR-4444-3p	MIMAT0018962	
794_	hsa-mir-4445	MI0016788	hsa-miR-4445-5p	MIMAT0018963	hsa-miR-4445-3p	MIMAT0018964	
795_	hsa-mir-4446	MI0016789	hsa-miR-4446-5p	MIMAT0019233	hsa-miR-4446-3p	MIMAT0018965	
796_	hsa-mir-4447	MI0016790	na	na	hsa-miR-4447-3p	MIMAT0018966	
797_	hsa-mir-4448	MI0016791	na	na	hsa-miR-4448-3p	MIMAT0018967	
798_	hsa-mir-4449	MI0016792	na	na	hsa-miR-4449-3p	MIMAT0018968	
799_	hsa-mir-4450	MI0016795	hsa-miR-4450-5p	MIMAT0018971	na	na	
800_	hsa-mir-4451	MI0016797	na	na	hsa-miR-4451-3p	MIMAT0018973	
801_	hsa-mir-4452	MI0016798	na	na	hsa-miR-4452-3p	MIMAT0018974	
802_	hsa-mir-4453	MI0016799	hsa-miR-4453-5p	MIMAT0018975	na	na	
803_	hsa-mir-4454	MI0016800	hsa-miR-4454-5p	MIMAT0018976	na	na	
804_	hsa-mir-4455	MI0016801	hsa-miR-4455-5p	MIMAT0018977	na	na	
805_	hsa-mir-4456	MI0016802	hsa-miR-4456-5p	MIMAT0018978	na	na	
806_	hsa-mir-4457	MI0016803	na	na	hsa-miR-4457-3p	MIMAT0018979	
807_	hsa-mir-4458	MI0016804	hsa-miR-4458-5p	MIMAT0018980	na	na	
808_	hsa-mir-4459	MI0016805	hsa-miR-4459-5p	MIMAT0018981	na	na	
809_	hsa-mir-4460	MI0016806	hsa-miR-4460-5p	MIMAT0018982	na	na	
810_	hsa-mir-4461	MI0016807	na	na	hsa-miR-4461-3p	MIMAT0018983	
811_	hsa-mir-4462	MI0016810	na	na	hsa-miR-4462-3p	MIMAT0018986	
812_	hsa-mir-4463	MI0016811	na	na	hsa-miR-4463-3p	MIMAT0018987	
813_	hsa-mir-4464	MI0016812	hsa-miR-4464-5p	MIMAT0018988	na	na	
814_	hsa-mir-4465	MI0016816	na	na	hsa-miR-4465-3p	MIMAT0018992	
815_	hsa-mir-4466	MI0016817	hsa-miR-4466-5p	MIMAT0018993	na	na	
816_	hsa-mir-4467	MI0016818	hsa-miR-4467-5p	MIMAT0018994	na	na	
817_	hsa-mir-4468	MI0016819	na	na	hsa-miR-4468-3p	MIMAT0018995	
818_	hsa-mir-4469	MI0016820	na	na	hsa-miR-4469-3p	MIMAT0018996	
819_	hsa-mir-4470	MI0016821	na	na	hsa-miR-4470-3p	MIMAT0018997	
820_	hsa-mir-4471	MI0016822	na	na	hsa-miR-4471-3p	MIMAT0018998	
821_	hsa-mir-4472-1	MI0016823	hsa-miR-4472-5p	MIMAT0018999	na	na	
822_	hsa-mir-4472-2	MI0016824	hsa-miR-4472-5p	MIMAT0018999	na	na	
823_	hsa-mir-4473	MI0016825	na	na	hsa-miR-4473-3p	MIMAT0019000	
824_	hsa-mir-4474	MI0016826	hsa-miR-4474-5p	MIMAT0019234	hsa-miR-4474-3p	MIMAT0019001	
825_	hsa-mir-4475	MI0016827	na	na	hsa-miR-4475-3p	MIMAT0019002	
826_	hsa-mir-4476	MI0016828	na	na	hsa-miR-4476-3p	MIMAT0019003	
827_	hsa-mir-4477a	MI0016829	na	na	hsa-miR-4477a-3p	MIMAT0019004	
828_	hsa-mir-4477b	MI0016830	na	na	hsa-miR-4477b-3p	MIMAT0019005	
829_	hsa-mir-4478	MI0016831	hsa-miR-4478-5p	MIMAT0019006	na	na	
830_	hsa-mir-4479	MI0016838	na	na	hsa-miR-4479-3p	MIMAT0019011	
831_	hsa-mir-448	MI0001637	na	na	hsa-miR-448-3p	MIMAT0001532	
832_	hsa-mir-4480	MI0016841	na	na	hsa-miR-4480-3p	MIMAT0019014	
833_	hsa-mir-4481	MI0016842	hsa-miR-4481-5p	MIMAT0019015	na	na	
834_	hsa-mir-4482	MI0016843	hsa-miR-4482-5p	MIMAT0019016	hsa-miR-4482-3p	MIMAT0020958	
835_	hsa-mir-4483	MI0016844	na	na	hsa-miR-4483-3p	MIMAT0019017	
836_	hsa-mir-4484	MI0016845	na	na	hsa-miR-4484-3p	MIMAT0019018	
837_	hsa-mir-4485	MI0016846	na	na	hsa-miR-4485-3p	MIMAT0019019	
838_	hsa-mir-4486	MI0016847	hsa-miR-4486-5p	MIMAT0019020	na	na	
839_	hsa-mir-4487	MI0016848	hsa-miR-4487-5p	MIMAT0019021	na	na	
840_	hsa-mir-4488	MI0016849	hsa-miR-4488-5p	MIMAT0019022	na	na	
841_	hsa-mir-4489	MI0016850	hsa-miR-4489-5p	MIMAT0019023	na	na	
842_	hsa-mir-4490	MI0016852	na	na	hsa-miR-4490-3p	MIMAT0019025	
843_	hsa-mir-4491	MI0016853	na	na	hsa-miR-4491-3p	MIMAT0019026	
844_	hsa-mir-4492	MI0016854	na	na	hsa-miR-4492-3p	MIMAT0019027	
845_	hsa-mir-4493	MI0016855	na	na	hsa-miR-4493-3p	MIMAT0019028	
846_	hsa-mir-4494	MI0016856	na	na	hsa-miR-4494-3p	MIMAT0019029	
847_	hsa-mir-4495	MI0016857	hsa-miR-4495-5p	MIMAT0019030	na	na	
848_	hsa-mir-4496	MI0016858	na	na	hsa-miR-4496-3p	MIMAT0019031	
849_	hsa-mir-4497	MI0016859	hsa-miR-4497-5p	MIMAT0019032	na	na	
850_	hsa-mir-4498	MI0016860	hsa-miR-4498-5p	MIMAT0019033	na	na	
851_	hsa-mir-4499	MI0016862	hsa-miR-4499-5p	MIMAT0019035	na	na	
852_	hsa-mir-449a	MI0001648	hsa-miR-449a-5p	MIMAT0001541	na	na	
853_	hsa-mir-449b	MI0003673	hsa-miR-449b-5p	MIMAT0003327	hsa-miR-449b-3p	MIMAT0009203	
854_	hsa-mir-449c	MI0003823	hsa-miR-449c-5p	MIMAT0010251	hsa-miR-449c-3p	MIMAT0013771	
855_	hsa-mir-4500	MI0016863	na	na	hsa-miR-4500-3p	MIMAT0019036	
856_	hsa-mir-4501	MI0016864	hsa-miR-4501-5p	MIMAT0019037	na	na	
857_	hsa-mir-4502	MI0016865	na	na	hsa-miR-4502-3p	MIMAT0019038	
858_	hsa-mir-4503	MI0016866	hsa-miR-4503-5p	MIMAT0019039	na	na	
859_	hsa-mir-4504	MI0016867	na	na	hsa-miR-4504-3p	MIMAT0019040	
860_	hsa-mir-4505	MI0016868	hsa-miR-4505-5p	MIMAT0019041	na	na	
861_	hsa-mir-4506	MI0016869	na	na	hsa-miR-4506-3p	MIMAT0019042	
862_	hsa-mir-4507	MI0016871	na	na	hsa-miR-4507-3p	MIMAT0019044	
863_	hsa-mir-4508	MI0016872	hsa-miR-4508-5p	MIMAT0019045	na	na	
864_	hsa-mir-4509-1	MI0016873	hsa-miR-4509-5p	MIMAT0019046	na	na	
865_	hsa-mir-4509-2	MI0016874	hsa-miR-4509-5p	MIMAT0019046	na	na	
866_	hsa-mir-4509-3	MI0016875	hsa-miR-4509-5p	MIMAT0019046	na	na	
867_	hsa-mir-450a-1	MI0001652	hsa-miR-450a-5p	MIMAT0001545	hsa-miR-450a-1-3p	MIMAT0022700	
868_	hsa-mir-450a-2	MI0003187	hsa-miR-450a-5p	MIMAT0001545	hsa-miR-450a-2-3p	MIMAT0031074	
869_	hsa-mir-450b	MI0005531	hsa-miR-450b-5p	MIMAT0004909	hsa-miR-450b-3p	MIMAT0004910	
870_	hsa-mir-4510	MI0016876	hsa-miR-4510-5p	MIMAT0019047	na	na	
871_	hsa-mir-4511	MI0016877	hsa-miR-4511-5p	MIMAT0019048	na	na	
872_	hsa-mir-4512	MI0016878	na	na	hsa-miR-4512-3p	MIMAT0019049	
873_	hsa-mir-4513	MI0016879	hsa-miR-4513-5p	MIMAT0019050	na	na	
874_	hsa-mir-4514	MI0016880	hsa-miR-4514-5p	MIMAT0019051	na	na	
875_	hsa-mir-4515	MI0016881	hsa-miR-4515-5p	MIMAT0019052	na	na	
876_	hsa-mir-4516	MI0016882	hsa-miR-4516-5p	MIMAT0019053	na	na	
877_	hsa-mir-4517	MI0016883	hsa-miR-4517-5p	MIMAT0019054	na	na	
878_	hsa-mir-4518	MI0016884	na	na	hsa-miR-4518-3p	MIMAT0019055	
879_	hsa-mir-4519	MI0016885	hsa-miR-4519-5p	MIMAT0019056	na	na	
880_	hsa-mir-451a	MI0001729	hsa-miR-451a-5p	MIMAT0001631	na	na	
881_	hsa-mir-451b	MI0017360	hsa-miR-451b-5p	MIMAT0019840	na	na	
882_	hsa-mir-452	MI0001733	hsa-miR-452-5p	MIMAT0001635	hsa-miR-452-3p	MIMAT0001636	
883_	hsa-mir-4520a	MI0016886	hsa-miR-4520a-5p	MIMAT0019235	hsa-miR-4520a-3p	MIMAT0019057	
884_	hsa-mir-4520b	MI0017358	hsa-miR-4520b-5p	MIMAT0020299	hsa-miR-4520b-3p	MIMAT0020300	
885_	hsa-mir-4521	MI0016887	hsa-miR-4521-5p	MIMAT0019058	na	na	
886_	hsa-mir-4522	MI0016889	na	na	hsa-miR-4522-3p	MIMAT0019060	
887_	hsa-mir-4523	MI0016890	hsa-miR-4523-5p	MIMAT0019061	na	na	
888_	hsa-mir-4524a	MI0016891	hsa-miR-4524a-5p	MIMAT0019062	hsa-miR-4524a-3p	MIMAT0019063	
889_	hsa-mir-4524b	MI0019114	hsa-miR-4524b-5p	MIMAT0022255	hsa-miR-4524b-3p	MIMAT0022256	
890_	hsa-mir-4525	MI0016892	hsa-miR-4525-5p	MIMAT0019064	na	na	
891_	hsa-mir-4526	MI0016893	na	na	hsa-miR-4526-3p	MIMAT0019065	
892_	hsa-mir-4527	MI0016894	hsa-miR-4527-5p	MIMAT0019066	na	na	
893_	hsa-mir-4528	MI0016895	na	na	hsa-miR-4528-3p	MIMAT0019067	
894_	hsa-mir-4529	MI0016896	hsa-miR-4529-5p	MIMAT0019236	hsa-miR-4529-3p	MIMAT0019068	
895_	hsa-mir-4530	MI0016897	na	na	hsa-miR-4530-3p	MIMAT0019069	
896_	hsa-mir-4531	MI0016898	na	na	hsa-miR-4531-3p	MIMAT0019070	
897_	hsa-mir-4532	MI0016899	hsa-miR-4532-5p	MIMAT0019071	na	na	
898_	hsa-mir-4533	MI0016900	hsa-miR-4533-5p	MIMAT0019072	na	na	
899_	hsa-mir-4534	MI0016901	na	na	hsa-miR-4534-3p	MIMAT0019073	
900_	hsa-mir-4535	MI0016903	na	na	hsa-miR-4535-3p	MIMAT0019075	
901_	hsa-mir-4536-1	MI0016906	hsa-miR-4536-5p	MIMAT0019078	hsa-miR-4536-3p	MIMAT0020959	
902_	hsa-mir-4536-2	MI0019149	hsa-miR-4536-5p	MIMAT0019078	hsa-miR-4536-3p	MIMAT0020959	
903_	hsa-mir-4537	MI0016908	hsa-miR-4537-5p	MIMAT0019080	na	na	
904_	hsa-mir-4538	MI0016909	hsa-miR-4538-5p	MIMAT0019081	na	na	
905_	hsa-mir-4539	MI0016910	na	na	hsa-miR-4539-3p	MIMAT0019082	
906_	hsa-mir-454	MI0003820	hsa-miR-454-5p	MIMAT0003884	hsa-miR-454-3p	MIMAT0003885	
907_	hsa-mir-4540	MI0016911	na	na	hsa-miR-4540-3p	MIMAT0019083	
908_	hsa-mir-455	MI0003513	hsa-miR-455-5p	MIMAT0003150	hsa-miR-455-3p	MIMAT0004784	
909_	hsa-mir-4632	MI0017259	hsa-miR-4632-5p	MIMAT0022977	hsa-miR-4632-3p	MIMAT0019688	
910_	hsa-mir-4633	MI0017260	hsa-miR-4633-5p	MIMAT0019689	hsa-miR-4633-3p	MIMAT0019690	
911_	hsa-mir-4634	MI0017261	hsa-miR-4634-5p	MIMAT0019691	na	na	
912_	hsa-mir-4635	MI0017262	na	na	hsa-miR-4635-3p	MIMAT0019692	
913_	hsa-mir-4636	MI0017263	hsa-miR-4636-5p	MIMAT0019693	na	na	
914_	hsa-mir-4637	MI0017264	na	na	hsa-miR-4637-3p	MIMAT0019694	
915_	hsa-mir-4638	MI0017265	hsa-miR-4638-5p	MIMAT0019695	hsa-miR-4638-3p	MIMAT0019696	
916_	hsa-mir-4639	MI0017266	hsa-miR-4639-5p	MIMAT0019697	hsa-miR-4639-3p	MIMAT0019698	
917_	hsa-mir-4640	MI0017267	hsa-miR-4640-5p	MIMAT0019699	hsa-miR-4640-3p	MIMAT0019700	
918_	hsa-mir-4641	MI0017268	na	na	hsa-miR-4641-3p	MIMAT0019701	
919_	hsa-mir-4642	MI0017269	hsa-miR-4642-5p	MIMAT0019702	na	na	
920_	hsa-mir-4643	MI0017270	na	na	hsa-miR-4643-3p	MIMAT0019703	
921_	hsa-mir-4644	MI0017271	na	na	hsa-miR-4644-3p	MIMAT0019704	
922_	hsa-mir-4645	MI0017272	hsa-miR-4645-5p	MIMAT0019705	hsa-miR-4645-3p	MIMAT0019706	
923_	hsa-mir-4646	MI0017273	hsa-miR-4646-5p	MIMAT0019707	hsa-miR-4646-3p	MIMAT0019708	
924_	hsa-mir-4647	MI0017274	hsa-miR-4647-5p	MIMAT0019709	na	na	
925_	hsa-mir-4648	MI0017275	hsa-miR-4648-5p	MIMAT0019710	na	na	
926_	hsa-mir-4649	MI0017276	hsa-miR-4649-5p	MIMAT0019711	hsa-miR-4649-3p	MIMAT0019712	
927_	hsa-mir-4650-1	MI0017277	hsa-miR-4650-5p	MIMAT0019713	hsa-miR-4650-3p	MIMAT0019714	
928_	hsa-mir-4650-2	MI0017278	hsa-miR-4650-5p	MIMAT0019713	hsa-miR-4650-3p	MIMAT0019714	
929_	hsa-mir-4651	MI0017279	hsa-miR-4651-5p	MIMAT0019715	na	na	
930_	hsa-mir-4652	MI0017280	hsa-miR-4652-5p	MIMAT0019716	hsa-miR-4652-3p	MIMAT0019717	
931_	hsa-mir-4653	MI0017281	hsa-miR-4653-5p	MIMAT0019718	hsa-miR-4653-3p	MIMAT0019719	
932_	hsa-mir-4654	MI0017282	hsa-miR-4654-5p	MIMAT0019720	na	na	
933_	hsa-mir-4655	MI0017283	hsa-miR-4655-5p	MIMAT0019721	hsa-miR-4655-3p	MIMAT0019722	
934_	hsa-mir-4656	MI0017284	hsa-miR-4656-5p	MIMAT0019723	na	na	
935_	hsa-mir-4657	MI0017285	hsa-miR-4657-5p	MIMAT0019724	na	na	
936_	hsa-mir-4658	MI0017286	na	na	hsa-miR-4658-3p	MIMAT0019725	
937_	hsa-mir-4659a	MI0017287	hsa-miR-4659a-5p	MIMAT0019726	hsa-miR-4659a-3p	MIMAT0019727	
938_	hsa-mir-4659b	MI0017291	hsa-miR-4659b-5p	MIMAT0019733	hsa-miR-4659b-3p	MIMAT0019734	
939_	hsa-mir-466	MI0014157	na	na	hsa-miR-466-3p	MIMAT0015002	
940_	hsa-mir-4660	MI0017288	hsa-miR-4660-5p	MIMAT0019728	na	na	
941_	hsa-mir-4661	MI0017289	hsa-miR-4661-5p	MIMAT0019729	hsa-miR-4661-3p	MIMAT0019730	
942_	hsa-mir-4662a	MI0017290	hsa-miR-4662a-5p	MIMAT0019731	hsa-miR-4662a-3p	MIMAT0019732	
943_	hsa-mir-4662b	MI0017293	na	na	hsa-miR-4662b-3p	MIMAT0019736	
944_	hsa-mir-4663	MI0017292	hsa-miR-4663-5p	MIMAT0019735	na	na	
945_	hsa-mir-4664	MI0017294	hsa-miR-4664-5p	MIMAT0019737	hsa-miR-4664-3p	MIMAT0019738	
946_	hsa-mir-4665	MI0017295	hsa-miR-4665-5p	MIMAT0019739	hsa-miR-4665-3p	MIMAT0019740	
947_	hsa-mir-4666a	MI0017296	hsa-miR-4666a-5p	MIMAT0019741	hsa-miR-4666a-3p	MIMAT0019742	
948_	hsa-mir-4666b	MI0019299	hsa-miR-4666b-5p	MIMAT0022485	na	na	
949_	hsa-mir-4667	MI0017297	hsa-miR-4667-5p	MIMAT0019743	hsa-miR-4667-3p	MIMAT0019744	
950_	hsa-mir-4668	MI0017298	hsa-miR-4668-5p	MIMAT0019745	hsa-miR-4668-3p	MIMAT0019746	
951_	hsa-mir-4669	MI0017300	na	na	hsa-miR-4669-3p	MIMAT0019749	
952_	hsa-mir-4670	MI0017301	hsa-miR-4670-5p	MIMAT0019750	hsa-miR-4670-3p	MIMAT0019751	
953_	hsa-mir-4671	MI0017302	hsa-miR-4671-5p	MIMAT0019752	hsa-miR-4671-3p	MIMAT0019753	
954_	hsa-mir-4672	MI0017303	na	na	hsa-miR-4672-3p	MIMAT0019754	
955_	hsa-mir-4673	MI0017304	hsa-miR-4673-5p	MIMAT0019755	na	na	
956_	hsa-mir-4674	MI0017305	na	na	hsa-miR-4674-3p	MIMAT0019756	
957_	hsa-mir-4675	MI0017306	na	na	hsa-miR-4675-3p	MIMAT0019757	
958_	hsa-mir-4676	MI0017307	hsa-miR-4676-5p	MIMAT0019758	hsa-miR-4676-3p	MIMAT0019759	
959_	hsa-mir-4677	MI0017308	hsa-miR-4677-5p	MIMAT0019760	hsa-miR-4677-3p	MIMAT0019761	
960_	hsa-mir-4678	MI0017309	hsa-miR-4678-5p	MIMAT0019762	na	na	
961_	hsa-mir-4679-1	MI0017310	hsa-miR-4679-5p	MIMAT0019763	na	na	
962_	hsa-mir-4679-2	MI0017311	hsa-miR-4679-5p	MIMAT0019763	na	na	
963_	hsa-mir-4680	MI0017312	hsa-miR-4680-5p	MIMAT0019764	hsa-miR-4680-3p	MIMAT0019765	
964_	hsa-mir-4681	MI0017313	hsa-miR-4681-5p	MIMAT0019766	na	na	
965_	hsa-mir-4682	MI0017314	hsa-miR-4682-5p	MIMAT0019767	na	na	
966_	hsa-mir-4683	MI0017315	na	na	hsa-miR-4683-3p	MIMAT0019768	
967_	hsa-mir-4684	MI0017316	hsa-miR-4684-5p	MIMAT0019769	hsa-miR-4684-3p	MIMAT0019770	
968_	hsa-mir-4685	MI0017317	hsa-miR-4685-5p	MIMAT0019771	hsa-miR-4685-3p	MIMAT0019772	
969_	hsa-mir-4686	MI0017318	hsa-miR-4686-5p	MIMAT0019773	na	na	
970_	hsa-mir-4687	MI0017319	hsa-miR-4687-5p	MIMAT0019774	hsa-miR-4687-3p	MIMAT0019775	
971_	hsa-mir-4688	MI0017321	na	na	hsa-miR-4688-3p	MIMAT0019777	
972_	hsa-mir-4689	MI0017322	hsa-miR-4689-5p	MIMAT0019778	na	na	
973_	hsa-mir-4690	MI0017323	hsa-miR-4690-5p	MIMAT0019779	hsa-miR-4690-3p	MIMAT0019780	
974_	hsa-mir-4691	MI0017324	hsa-miR-4691-5p	MIMAT0019781	hsa-miR-4691-3p	MIMAT0019782	
975_	hsa-mir-4692	MI0017325	na	na	hsa-miR-4692-3p	MIMAT0019783	
976_	hsa-mir-4693	MI0017326	hsa-miR-4693-5p	MIMAT0019784	hsa-miR-4693-3p	MIMAT0019785	
977_	hsa-mir-4694	MI0017327	hsa-miR-4694-5p	MIMAT0019786	hsa-miR-4694-3p	MIMAT0019787	
978_	hsa-mir-4695	MI0017328	hsa-miR-4695-5p	MIMAT0019788	hsa-miR-4695-3p	MIMAT0019789	
979_	hsa-mir-4696	MI0017329	hsa-miR-4696-5p	MIMAT0019790	na	na	
980_	hsa-mir-4697	MI0017330	hsa-miR-4697-5p	MIMAT0019791	hsa-miR-4697-3p	MIMAT0019792	
981_	hsa-mir-4698	MI0017331	na	na	hsa-miR-4698-3p	MIMAT0019793	
982_	hsa-mir-4699	MI0017332	hsa-miR-4699-5p	MIMAT0019794	hsa-miR-4699-3p	MIMAT0019795	
983_	hsa-mir-4700	MI0017333	hsa-miR-4700-5p	MIMAT0019796	hsa-miR-4700-3p	MIMAT0019797	
984_	hsa-mir-4701	MI0017334	hsa-miR-4701-5p	MIMAT0019798	hsa-miR-4701-3p	MIMAT0019799	
985_	hsa-mir-4703	MI0017336	hsa-miR-4703-5p	MIMAT0019801	hsa-miR-4703-3p	MIMAT0019802	
986_	hsa-mir-4704	MI0017337	hsa-miR-4704-5p	MIMAT0019803	hsa-miR-4704-3p	MIMAT0019804	
987_	hsa-mir-4705	MI0017338	hsa-miR-4705-5p	MIMAT0019805	na	na	
988_	hsa-mir-4706	MI0017339	hsa-miR-4706-5p	MIMAT0019806	na	na	
989_	hsa-mir-4707	MI0017340	hsa-miR-4707-5p	MIMAT0019807	hsa-miR-4707-3p	MIMAT0019808	
990_	hsa-mir-4708	MI0017341	hsa-miR-4708-5p	MIMAT0019809	hsa-miR-4708-3p	MIMAT0019810	
991_	hsa-mir-4709	MI0017342	hsa-miR-4709-5p	MIMAT0019811	hsa-miR-4709-3p	MIMAT0019812	
992_	hsa-mir-4710	MI0017344	hsa-miR-4710-5p	MIMAT0019815	na	na	
993_	hsa-mir-4711	MI0017345	hsa-miR-4711-5p	MIMAT0019816	hsa-miR-4711-3p	MIMAT0019817	
994_	hsa-mir-4712	MI0017346	hsa-miR-4712-5p	MIMAT0019818	hsa-miR-4712-3p	MIMAT0019819	
995_	hsa-mir-4713	MI0017347	hsa-miR-4713-5p	MIMAT0019820	hsa-miR-4713-3p	MIMAT0019821	
996_	hsa-mir-4714	MI0017348	hsa-miR-4714-5p	MIMAT0019822	hsa-miR-4714-3p	MIMAT0019823	
997_	hsa-mir-4715	MI0017349	hsa-miR-4715-5p	MIMAT0019824	hsa-miR-4715-3p	MIMAT0019825	
998_	hsa-mir-4716	MI0017350	hsa-miR-4716-5p	MIMAT0019826	hsa-miR-4716-3p	MIMAT0019827	
999_	hsa-mir-4717	MI0017352	hsa-miR-4717-5p	MIMAT0019829	hsa-miR-4717-3p	MIMAT0019830	
1000_	hsa-mir-4718	MI0017353	hsa-miR-4718-5p	MIMAT0019831	na	na	
1001_	hsa-mir-4719	MI0017354	na	na	hsa-miR-4719-3p	MIMAT0019832	
1002_	hsa-mir-4720	MI0017355	hsa-miR-4720-5p	MIMAT0019833	hsa-miR-4720-3p	MIMAT0019834	
1003_	hsa-mir-4721	MI0017356	na	na	hsa-miR-4721-3p	MIMAT0019835	
1004_	hsa-mir-4722	MI0017357	hsa-miR-4722-5p	MIMAT0019836	hsa-miR-4722-3p	MIMAT0019837	
1005_	hsa-mir-4723	MI0017359	hsa-miR-4723-5p	MIMAT0019838	hsa-miR-4723-3p	MIMAT0019839	
1006_	hsa-mir-4724	MI0017361	hsa-miR-4724-5p	MIMAT0019841	hsa-miR-4724-3p	MIMAT0019842	
1007_	hsa-mir-4725	MI0017362	hsa-miR-4725-5p	MIMAT0019843	hsa-miR-4725-3p	MIMAT0019844	
1008_	hsa-mir-4726	MI0017363	hsa-miR-4726-5p	MIMAT0019845	hsa-miR-4726-3p	MIMAT0019846	
1009_	hsa-mir-4727	MI0017364	hsa-miR-4727-5p	MIMAT0019847	hsa-miR-4727-3p	MIMAT0019848	
1010_	hsa-mir-4728	MI0017365	hsa-miR-4728-5p	MIMAT0019849	hsa-miR-4728-3p	MIMAT0019850	
1011_	hsa-mir-4729	MI0017366	hsa-miR-4729-5p	MIMAT0019851	na	na	
1012_	hsa-mir-4730	MI0017367	hsa-miR-4730-5p	MIMAT0019852	na	na	
1013_	hsa-mir-4731	MI0017368	hsa-miR-4731-5p	MIMAT0019853	hsa-miR-4731-3p	MIMAT0019854	
1014_	hsa-mir-4732	MI0017369	hsa-miR-4732-5p	MIMAT0019855	hsa-miR-4732-3p	MIMAT0019856	
1015_	hsa-mir-4733	MI0017370	hsa-miR-4733-5p	MIMAT0019857	hsa-miR-4733-3p	MIMAT0019858	
1016_	hsa-mir-4734	MI0017371	na	na	hsa-miR-4734-3p	MIMAT0019859	
1017_	hsa-mir-4735	MI0017372	hsa-miR-4735-5p	MIMAT0019860	hsa-miR-4735-3p	MIMAT0019861	
1018_	hsa-mir-4736	MI0017373	hsa-miR-4736-5p	MIMAT0019862	na	na	
1019_	hsa-mir-4737	MI0017374	hsa-miR-4737-5p	MIMAT0019863	na	na	
1020_	hsa-mir-4738	MI0017376	hsa-miR-4738-5p	MIMAT0019866	hsa-miR-4738-3p	MIMAT0019867	
1021_	hsa-mir-4739	MI0017377	hsa-miR-4739-5p	MIMAT0019868	na	na	
1022_	hsa-mir-4740	MI0017378	hsa-miR-4740-5p	MIMAT0019869	hsa-miR-4740-3p	MIMAT0019870	
1023_	hsa-mir-4741	MI0017379	na	na	hsa-miR-4741-3p	MIMAT0019871	
1024_	hsa-mir-4742	MI0017380	hsa-miR-4742-5p	MIMAT0019872	hsa-miR-4742-3p	MIMAT0019873	
1025_	hsa-mir-4743	MI0017381	hsa-miR-4743-5p	MIMAT0019874	hsa-miR-4743-3p	MIMAT0022978	
1026_	hsa-mir-4744	MI0017382	hsa-miR-4744-5p	MIMAT0019875	na	na	
1027_	hsa-mir-4745	MI0017384	hsa-miR-4745-5p	MIMAT0019878	hsa-miR-4745-3p	MIMAT0019879	
1028_	hsa-mir-4746	MI0017385	hsa-miR-4746-5p	MIMAT0019880	hsa-miR-4746-3p	MIMAT0019881	
1029_	hsa-mir-4747	MI0017386	hsa-miR-4747-5p	MIMAT0019882	hsa-miR-4747-3p	MIMAT0019883	
1030_	hsa-mir-4748	MI0017387	hsa-miR-4748-5p	MIMAT0019884	na	na	
1031_	hsa-mir-4749	MI0017388	hsa-miR-4749-5p	MIMAT0019885	hsa-miR-4749-3p	MIMAT0019886	
